페이지,공종,종별,종별_상세1,시험종목_1,시험종목_2,시험종목_3,시험방법,시험빈도,비고
6,철근콘크리트공사,"플라이 애시
(KS L 5405)",,밀도,,,KS L 5110,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"플라이 애시
(KS L 5405)",,분말도,,,KS L 5405,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"플라이 애시
(KS L 5405)",,플로값 비,,,,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"플라이 애시
(KS L 5405)",,활성도 지수,,,,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
고로슬래그
미분말
(KS F 2563)",,밀도,,,KS L 5110,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
고로슬래그
미분말
(KS F 2563)",,비표면적,,,KS L 5106,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
고로슬래그
미분말
(KS F 2563)",,활성도 지수,,,"KS F 2563
부속서 A","·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
고로슬래그
미분말
(KS F 2563)",,플로값 비,,,,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
고로슬래그
미분말
(KS F 2563)",,산화마그네슘(MgO),,,KS L 5120,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
고로슬래그
미분말
(KS F 2563)",,"삼산화황 정량방법(SO )
3",,,,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
고로슬래그
미분말
(KS F 2563)",,강열 감량,,,,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
고로슬래그
미분말
(KS F 2563)",,염화물 이온,,,KS F 2515,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
실리카 퓸
(KS F 2567)",,비표면적,,,KS A 0094,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
실리카 퓸
(KS F 2567)",,활성도지수,,,KS F 2567,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
실리카 퓸
(KS F 2567)",,"이산화규소(SiO )
2",,,KS L 5120,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
실리카 퓸
(KS F 2567)",,산화마그네슘(MgO),,,,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
실리카 퓸
(KS F 2567)",,"삼산화황(SO )
3",,,,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
실리카 퓸
(KS F 2567)",,염화물 이온,,,,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
실리카 퓸
(KS F 2567)",,강열 감량,,,,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"콘크리트용
실리카 퓸
(KS F 2567)",,45μｍ체에 남은 양,,,KS L 5112,"·제조회사별
·3개월이상 저장하여 재질의
변화가 있다고 인정되는
때마다",
6,철근콘크리트공사,"굳지 아니한
콘크리트
(레미콘포함)",,배합설계,,,콘크리트표준시방서,·재료가 다른 각 배합마다,
6,철근콘크리트공사,"굳지 아니한
콘크리트
(레미콘포함)",,현장배합수정,,,,·작업개시전 1회,
6,철근콘크리트공사,"굳지 아니한
콘크리트
(레미콘포함)",,온도,,,온도계에 의함,·120세제곱미터마다,
6,철근콘크리트공사,"굳지 아니한
콘크리트
(레미콘포함)",,슬럼프 또는 슬럼프플로,,,"KS F 2402
또는 KS F 2594","·배합이 다를 때마다
·콘크리트 1일 타설량이 120
세제곱미터 미만인 경우",
7,철근콘크리트공사,,,공기량,,,"KS F 2421
또는 KS F 2409
또는 KS F 2449",": 1일 타설량마다
·콘크리트 1일 타설량이 120
세제곱미터 이상인 경우
: 120세제곱미터마다",
7,철근콘크리트공사,,,염화물 함유량,,,"KS F 4009
부속서 A",": 1일 타설량마다
·콘크리트 1일 타설량이 120
세제곱미터 이상인 경우
: 120세제곱미터마다",
7,철근콘크리트공사,,,단위수량,,,"KCS 14 20 10
한국콘크리트학회
제규격(KCI-RM101)","·배합이 다를 때마다
·콘크리트 1일 타설량이 120
세제곱미터 미만인 경우
: 1일 타설량마다
·콘크리트 1일 타설량이 120
세제곱미터 이상인 경우
: 120세제곱미터마다","정전용량법
또는
단위용적질량법
또는
고주파가열법
또는
마이크로파법
(판정 : 시방배합
단위수량 ± 20
kg/m³ 이내)"
7,철근콘크리트공사,"굳은 콘크리트
(레미콘포함)",,압축 강도,,,"KS F 2403
KS F 2405
콘크리트표준시방서","·배합이 다를 때마다
·콘크리트 1일 타설량이 120
세제곱미터 미만인 경우
: 1일 타설량마다
·콘크리트 1일 타설량이 120
세제곱미터 이상인 경우
: 120세제곱미터마다",
7,철근콘크리트공사,"굳은 콘크리트
(레미콘포함)",,휨 강도,,,KS F 2408,"·배합이 다를 때마다
·콘크리트 1일 타설량이 120
세제곱미터 미만인 경우
: 1일 타설량마다
·콘크리트 1일 타설량이 120
세제곱미터 이상인 경우
: 120세제곱미터마다",콘크리트포장
7,철근콘크리트공사,"철근콘크리트용
봉강
(KS D 3504)",,화학성분,,,KS D 3504,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트용
봉강
(KS D 3504)",,항복점 또는 항복강도,,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트용
봉강
(KS D 3504)",,인장강도,,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트용
봉강
(KS D 3504)",,연신율,,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트용
봉강
(KS D 3504)",,굽힘성,,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트용
봉강
(KS D 3504)",,"겉모양, 치수, 무게",,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트용
봉강
(KS D 3504)",,탄소당량,,,,"·제조회사별
·제품규격별 50톤마다",용접용 경우
7,철근콘크리트공사,"철근콘크리트
용 재생봉강
(KS D 3527)",,항복점 또는 항복강도,,,KS D 3527,"·제조회사별
·제품규격별 10톤마다",
7,철근콘크리트공사,"철근콘크리트
용 재생봉강
(KS D 3527)",,인장강도,,,,"·제조회사별
·제품규격별 10톤마다",
7,철근콘크리트공사,"철근콘크리트
용 재생봉강
(KS D 3527)",,연신율,,,,"·제조회사별
·제품규격별 10톤마다",
7,철근콘크리트공사,"철근콘크리트
용 재생봉강
(KS D 3527)",,굽힘성,,,,"·제조회사별
·제품규격별 10톤마다",
7,철근콘크리트공사,"철근콘크리트
용 재생봉강
(KS D 3527)",,"겉모양, 치수, 무게",,,,"·제조회사별
·제품규격별 10톤마다",
7,철근콘크리트공사,"에폭시
피복철근
(KS D 3629)",,피복두께,,,KS D 3629,"·제조회사별
·제품규격별 50톤마다","철근은 KS D
3504의
이형철근에
따름"
7,철근콘크리트공사,"에폭시
피복철근
(KS D 3629)",,핀홀,,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"에폭시
피복철근
(KS D 3629)",,굽힘성,,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"에폭시
피복철근
(KS D 3629)",,열특성(피복경화),,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"에폭시
피복철근
(KS D 3629)",,콘크리트에 대한 부착력,,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"에폭시
피복철근
(KS D 3629)",,"겉모양, 치수, 무게",,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트
용 아연 도금
봉강
(KS D 3613)",,항복점 또는 항복강도,,,KS D 3613,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트
용 아연 도금
봉강
(KS D 3613)",,인장강도,,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트
용 아연 도금
봉강
(KS D 3613)",,연신율,,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트
용 아연 도금
봉강
(KS D 3613)",,굽힘성,,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트
용 아연 도금
봉강
(KS D 3613)",,"겉모양, 치수, 무게",,,,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"철근콘크리트
용 아연 도금
봉강
(KS D 3613)",,아연도금 부착량,,,KS D 0201,"·제조회사별
·제품규격별 50톤마다",
7,철근콘크리트공사,"PC강선 및
PC강연선",,겉모양 및 치수,,,KS D 7002,·제조회사별,
7,철근콘크리트공사,"PC강선 및
PC강연선",,0.2% 영구연신율에 대한 하중,,,,·제조회사별,
8,철근콘크리트공사,(KS D 7002),,인장하중,,,,,
8,철근콘크리트공사,(KS D 7002),,연신율,,,,,
8,철근콘크리트공사,(KS D 7002),,릴랙세이션,,,,,
8,철근콘크리트공사,"PC 강봉
(KS D 3505)",,겉모양 및 치수,,,KS D 3505,·제조회사별,
8,철근콘크리트공사,"PC 강봉
(KS D 3505)",,"화학성분(P,S,Cu)",,,,·제조회사별,
8,철근콘크리트공사,"PC 강봉
(KS D 3505)",,0.2% 항복강도,,,,·제조회사별,
8,철근콘크리트공사,"PC 강봉
(KS D 3505)",,인장강도,,,,·제조회사별,
8,철근콘크리트공사,"PC 강봉
(KS D 3505)",,연신율,,,,·제조회사별,
8,철근콘크리트공사,"PC 강봉
(KS D 3505)",,릴랙세이션,,,,·제조회사별,
8,철근콘크리트공사,"PC경강선
(KS D 7009)",,겉모양 및 치수,,,KS D 7009,·제조회사별,
8,철근콘크리트공사,"PC경강선
(KS D 7009)",,0.2% 영구연신율에 대한 하중,,,,·제조회사별,
8,철근콘크리트공사,"PC경강선
(KS D 7009)",,인장하중,,,,·제조회사별,
8,철근콘크리트공사,"PC경강선
(KS D 7009)",,연신율,,,,·제조회사별,
8,철근콘크리트공사,"PC경강선
(KS D 7009)",,릴랙세이션,,,,·제조회사별,
8,철근콘크리트공사,"경강선
(KS D 3510)",,겉모양,,,KS D 3510,·제조회사별,
8,철근콘크리트공사,"경강선
(KS D 3510)",,지름,,,,·제조회사별,
8,철근콘크리트공사,"경강선
(KS D 3510)",,인장강도,,,,·제조회사별,
8,철근콘크리트공사,"경강선
(KS D 3510)",,감기성능,,,,·제조회사별,
8,철근콘크리트공사,"경강선
(KS D 3510)",,비틀림 특성,,,,·제조회사별,
8,철근콘크리트공사,"경강선
(KS D 3510)",,굽힘성,,,,·제조회사별,
8,철근콘크리트공사,"연강선재
(KS D 3554)",,겉모양,,,KS D 3554,·제조회사별,
8,철근콘크리트공사,"연강선재
(KS D 3554)",,치수,,,,·제조회사별,
8,철근콘크리트공사,"연강선재
(KS D 3554)",,화학성분,,,,·제조회사별,
8,철근콘크리트공사,"용접철망 및
철근격자",,"겉모양, 치수, 무게",,,KS D 7017,·제조회사별,"단면수축율은
철근격자일
경우"
8,철근콘크리트공사,"용접철망 및
철근격자",,항복점 또는 0.2%항복강도,,,,·제조회사별,
8,철근콘크리트공사,"용접철망 및
철근격자",,인장강도,,,,·제조회사별,
8,철근콘크리트공사,"용접철망 및
철근격자",,연신율,,,,·제조회사별,
8,철근콘크리트공사,"용접철망 및
철근격자",,단면수축율,,,,·제조회사별,
8,철근콘크리트공사,"용접철망 및
철근격자",,굽힙성,,,,·제조회사별,
8,철근콘크리트공사,"용접철망 및
철근격자",,용접점 전단강도,,,,·제조회사별,
8,철근콘크리트공사,"용접철망 및
철근격자",,용접점의 박리,,,,·제조회사별,
8,철근콘크리트공사,철근 이음,,"겹침
이음",위치,,"육안관찰 및
스케일에 의한 측정",가공 및 조립시,
8,철근콘크리트공사,철근 이음,,,이음길이,,,가공 및 조립시,
8,철근콘크리트공사,철근 이음,,"가스
압접
이음",위치,,"육안관찰 및
스케일에 의한 측정",·전체 개소,"1검사 로트는
1조의 작업반이
하루에 시공
하는 압접개
소의 수량"
8,철근콘크리트공사,철근 이음,,,외관검사,,,·전체 개소,
8,철근콘크리트공사,철근 이음,,,초음파탐사검사,,KS B 0839,·1검사 로트에 30개소이상,
8,철근콘크리트공사,철근 이음,,,일방향 인장시험,,KS B 0554,‧1검사 로트에 3개 이상,
8,철근콘크리트공사,철근 이음,,,굽힘시험,,,"‧제품규격별 1,000개소마다
(단, 1,000개 미만은 1회)",
8,철근콘크리트공사,철근 이음,,,저사이클반복시험,,,‧제품규격마다,
8,철근콘크리트공사,철근 이음,,,고사이클반복시험,,,‧제품규격마다,
8,철근콘크리트공사,철근 이음,,"기계적
이음",위치,,"육안 관찰, 필요에
따라 스케일, 버니어
켈리퍼스 등에 의한
측정",·전체 개소,
9,철근콘크리트공사,,,,"인장응력
(일방향 인장 시험)",,KS D 0249,"‧제조회사별
‧제품 규격별 1,000개소
1회 : 2개채취","철근체결 후
시험"
9,철근콘크리트공사,,,,"잔류변형량
(정적 내력시험)",,,"‧제품규격별
‧제조회사별",
9,철근콘크리트공사,,,"용접
이음",외관검사,,"육안관찰 및
스케일에 의한 측정",·모든 이음마다,
9,철근콘크리트공사,,,,용접부 내부결함,,"KS B 0845 또는
KS B 0896",·500개소 마다,
9,철근콘크리트공사,,,,인장시험,,"KS B 0802, 0833",·500개소 마다,
9,철근콘크리트공사,배치플랜트,,"계량기의 눈금점검, 자동계량
장치점검",,,"영점검사와 눈금의
정상작동여부","·공사시작 전 및 공사 중
1회/6개월 이상",
9,철근콘크리트공사,배치플랜트,,"믹서성능
시험",,가경식믹서,"KS F 2455, KS B
ISO 18650-2","·공사시작 전 및 공사 중
1회/6개월 이상",
9,철근콘크리트공사,배치플랜트,,,,강제혼합믹서,"KS F 2455, KS B
ISO 18650-2","·공사시작 전 및 공사 중
1회/6개월 이상",
